Block,Lot,Building_Class,Tax_Class,Building_Count,DOF_Gross_Square_Footage,Address,BoroughName,BBL,ENERGY STAR Score,LetterScore
3312,8,D4,2,2,219248,117-01 METROPOLITAN AVENUE,QUEENS,-2147483648,52,D
4069,1,E9,4,1,27750,117-20 14 ROAD,QUEENS,-2147483648,0,F
3321,113,I7,4,1,131041,117-01 84 AVENUE,QUEENS,-2147483648,60,C
3321,7501,R0,2,1,65990,83-85 116 STREET,QUEENS,-2147483648,84,B
3321,7505,R0,2,1,64500,116-11 CURZON ROAD,QUEENS,-2147483648,100,A
3322,14,D1,2,1,83727,118-40 METROPOLITAN AVENUE,QUEENS,-2147483648,68,C
3330,33,D4,2,1,41155,83-36 BEVERLY ROAD,QUEENS,-2147483648,15,D
4094,6,E1,4,1,56000,14-50 128 STREET,QUEENS,-2147483648,3,D
3334,58,D4,2,1,99600,75-40 AUSTIN STREET,QUEENS,-2147483648,77,B
3340,7501,R0,2,1,84954,111-14 76 AVENUE,QUEENS,-2147483648,71,B
3348,28,D1,2,1,106909,119-40 UNION TURNPIKE,QUEENS,-2147483648,88,A
3348,37,O6,4,1,514975,80-02 QUEENS BOULEVARD,QUEENS,-2147483648,65,C
4117,1,E1,4,1,103825,15-01 131 STREET,QUEENS,-2147483648,100,A
3354,7501,R0,2,1,105191,83-09 TALBOT STREET,QUEENS,-2147483648,64,C
3371,7501,R0,2,1,32884,2116 GREENE AVENUE,QUEENS,-2147483648,100,A
3378,7501,R0,2,1,61216,1980 STARR STREET,QUEENS,-2147483648,70,B
3393,23,F5,0,3,46699,46-46 METROPOLITAN AVENUE,QUEENS,-2147483648,0,F
6381,17,D1,2,1,119279,8645 BAY PARKWAY,BROOKLYN,-2147483648,81,B
6382,6,D1,2,1,52542,2225 BENSON AVENUE,BROOKLYN,-2147483648,36,D
7916,1,W9,0,1,45124,5811 DITMAS AVENUE,BROOKLYN,-2147483648,86,A
7920,6,K8,4,2,229456,8719 AVENUE D,BROOKLYN,-2147483648,0,F
6383,6,D1,2,1,54210,2255 BENSON AVENUE,BROOKLYN,-2147483648,35,D
3412,47,F1,0,2,425925,17-17 TROUTMAN STREET,QUEENS,-2147483648,73,B
3414,2,E1,4,1,50000,18-32 STARR STREET,QUEENS,-2147483648,90,A
7932,75,K2,4,1,43116,1370 RALPH AVENUE,BROOKLYN,-2147483648,0,F
4273,90,O5,4,1,60000,129-09 26 AVENUE,QUEENS,-2147483648,0,F
4312,10,D4,2,9,260961,26-20 WHITESTONE EXPWY SR W,QUEENS,-2147483648,89,A
4322,1,H3,4,1,29175,28-70 COLLEGE POINT BOULEVARD,QUEENS,-2147483648,28,D
4357,100,G8,4,1,66728,30-35 COLLEGE POINT BOULEVARD,QUEENS,-2147483648,0,F
4369,1,K6,4,1,25800,30-01 STRATTON STREET,QUEENS,-2147483648,56,C
4374,35,D4,2,3,176611,31-50 140 STREET,QUEENS,-2147483648,77,B
4395,2,K8,4,1,134127,31-44 125 STREET,QUEENS,-2147483648,60,C
3447,7501,R0,2,1,39089,311 ST NICHOLAS AVENUE,QUEENS,-2147483648,0,F
3355,32,I1,4,1,640077,475 SEAVIEW AVENUE,STATEN ISLAND,-2147483648,65,C
6399,40,W1,0,1,105519,107 BAY 14 STREET,BROOKLYN,-2147483648,31,D
7979,146,K6,4,1,28080,1772 RALPH AVENUE,BROOKLYN,-2147483648,0,F
6409,26,C1,2,1,37500,2006 BENSON AVENUE,BROOKLYN,-2147483648,7,D
3492,7,W1,0,2,90000,62-85 FOREST AVENUE,QUEENS,-2147483648,86,A
3492,25,D6,2,1,41912,62-41 METROPOLITAN AVENUE,QUEENS,-2147483648,0,F
6415,6,D7,2,1,73400,8747 BAY PARKWAY,BROOKLYN,-2147483648,6,D
7998,5,W1,0,3,387706,6565 FLATLANDS AVENUE,BROOKLYN,-2147483648,75,B
3524,7501,R0,2,1,25633,63-34 FRESH POND ROAD,QUEENS,-2147483648,88,A
3532,500,D1,2,10,448500,1700 RICHMOND ROAD,STATEN ISLAND,-2147483648,0,F
3541,7,E9,4,1,25404,10-75 IRVING AVENUE,QUEENS,-2147483648,0,F
3545,6,D9,2,1,32663,779 WYCKOFF AVENUE,QUEENS,-2147483648,66,C
3545,69,C1,0,1,36390,1635 PUTNAM AVENUE,QUEENS,-2147483648,90,A
3549,44,W1,0,1,41330,9-02 CYPRESS AVENUE,QUEENS,-2147483648,91,A
6448,1,C1,2,1,27225,2215 CROPSEY AVENUE,BROOKLYN,-2147483648,89,A
6448,6,C1,2,1,26520,8817 BAY PARKWAY,BROOKLYN,-2147483648,31,D
4574,61,D4,2,2,150000,162-21 POWELLS COVE BOULEVARD,QUEENS,-2147483648,71,B
4574,80,D4,2,1,463500,166-25 POWELLS COVE BOULEVARD,QUEENS,-2147483648,27,D
4591,96,D4,2,1,40692,10-01 162 STREET,QUEENS,-2147483648,46,D
4602,30,D4,2,1,40692,9-05 166 STREET,QUEENS,-2147483648,50,D
4602,119,D4,2,1,40692,168-01 12 AVENUE,QUEENS,-2147483648,54,D
4602,120,D4,2,1,40692,167-15 12 AVENUE,QUEENS,-2147483648,100,A
4602,125,D4,2,1,40692,167-05 12 AVENUE,QUEENS,-2147483648,53,D
4602,131,D4,2,1,40692,166-25 12 AVENUE,QUEENS,-2147483648,47,D
4603,18,D4,2,1,40692,166-10 POWELLS COVE BOULEVARD,QUEENS,-2147483648,35,D
4603,19,D4,2,1,40692,166-26 POWELLS COVE BOULEVARD,QUEENS,-2147483648,44,D
3620,21,C1,2,1,32000,61-17 68 AVENUE,QUEENS,-2147483648,33,D
6471,90,D3,2,1,134280,8855 BAY PARKWAY,BROOKLYN,-2147483648,77,B
3631,1,C1,2,1,57716,62-02 CATALPA AVENUE,QUEENS,-2147483648,12,D
6485,3,C6,2,71,113700,1511 INDEPENDENCE AVENUE,BROOKLYN,-2147483648,38,D
6490,1,C1,2,1,30048,2100 CROPSEY AVENUE,BROOKLYN,-2147483648,0,F
8117,26,E1,4,1,44000,789 EAST 91 STREET,BROOKLYN,-2147483648,83,B
8118,11,E1,4,1,54868,827 EAST 92 STREET,BROOKLYN,-2147483648,0,F
8124,33,E2,4,1,85000,909 REMSEN AVENUE,BROOKLYN,-2147483648,4,D
3644,30,C1,2,1,31200,65-05 CENTRAL AVENUE,QUEENS,-2147483648,50,D
8128,1,C1,2,1,40344,1131 EAST 94 STREET,BROOKLYN,-2147483648,8,D
3732,6,W1,0,3,17620,421 LINCOLN AVENUE,STATEN ISLAND,-2147483648,88,A
8158,1,D3,2,10,386400,254 STANLEY AVENUE,BROOKLYN,-2147483648,0,F
8160,22,W1,0,1,24960,1077 REMSEN AVENUE,BROOKLYN,-2147483648,75,B
6513,73,D1,2,1,64200,829 EAST 10 STREET,BROOKLYN,-2147483648,60,C
3683,1,W1,0,1,102750,71-01 68 PLACE,QUEENS,-2147483648,57,C
8174,1,D1,2,8,344456,620 EAST 108 STREET,BROOKLYN,-2147483648,0,F
4746,35,C6,2,1,32216,157-50 17 AVENUE,QUEENS,-2147483648,81,B
8206,5,D1,2,1,59850,1177 EAST 98 STREET,BROOKLYN,-2147483648,13,D
4782,1,D4,0,2,51538,27-05 PARSONS BOULEVARD,QUEENS,-2147483648,91,A
6535,11,W1,0,1,114700,1112 EAST 10 STREET,BROOKLYN,-2147483648,78,B
8215,22,K6,4,1,39500,901 EAST 107 STREET,BROOKLYN,-2147483648,0,F
4789,86,C1,2,1,34288,144-25 33 AVENUE,QUEENS,-2147483648,65,C
4802,1,W1,0,1,127172,147-26 25 DRIVE,QUEENS,-2147483648,93,A
6552,70,D1,2,1,34700,2219 64 STREET,BROOKLYN,-2147483648,50,D
6558,1,D1,2,1,62400,6309 23 AVENUE,BROOKLYN,-2147483648,58,C
6568,33,D4,2,2,174082,1360 OCEAN PARKWAY,BROOKLYN,-2147483648,55,C
4943,1,K4,4,1,30550,32-17 COLLEGE POINT BOULEVARD,QUEENS,-2147483648,0,F
4949,23,E9,4,1,31207,33-38 FARRINGTON STREET,QUEENS,-2147483648,84,B
4951,8,D3,2,4,352070,34-25 LINDEN PLACE,QUEENS,-2147483648,0,F
3884,2,K1,4,1,53500,72-25 WOODHAVEN BOULEVARD,QUEENS,-2147483648,89,A
4957,24,D1,2,1,50736,139-10 34 AVENUE,QUEENS,-2147483648,0,F
3886,74,K8,4,1,140373,75-11 WOODHAVEN BOULEVARD,QUEENS,-2147483648,48,D
4959,7502,R0,2,1,59963,35-15 FARRINGTON STREET,QUEENS,-2147483648,1,D
4961,7503,R0,2,1,66669,35-19 LEAVITT STREET,QUEENS,-2147483648,96,A
4962,4,H2,4,1,36655,39-16 COLLEGE POINT BOULEVARD,QUEENS,-2147483648,1,D
6575,7,D7,2,1,87000,6801 BAY PARKWAY,BROOKLYN,-2147483648,52,D
4968,24,E9,4,1,25670,36-12 BUD PLACE,QUEENS,-2147483648,0,F
4971,69,H4,4,1,27548,135-21 37 AVENUE,QUEENS,-2147483648,0,F
4972,57,H3,4,1,31783,133-51 39 AVENUE,QUEENS,-2147483648,69,C
4974,51,O2,4,1,37600,135-27 38 AVENUE,QUEENS,-2147483648,84,B
4978,7503,R0,2,1,168444,37-08 UNION STREET,QUEENS,-2147483648,58,C
4980,1,O5,4,1,29373,39-17 MAIN STREET,QUEENS,-2147483648,38,D
4981,9,I6,4,1,146042,33-23 UNION STREET,QUEENS,-2147483648,18,D
4981,7504,R0,2,1,25848,141-52 33 AVENUE,QUEENS,-2147483648,0,F
3907,960,D4,2,4,385000,83-55 WOODHAVEN BOULEVARD,QUEENS,-2147483648,61,C
3907,970,D4,2,3,170772,83-75 WOODHAVEN BOULEVARD,QUEENS,-2147483648,18,D
3907,975,D4,2,3,310050,83-85 WOODHAVEN BOULEVARD,QUEENS,-2147483648,35,D
8343,7501,R3,0,18,60590,1125 EAST 73 STREET,BROOKLYN,-2147483648,100,A
4994,17,D3,2,1,158456,140-16 34 AVENUE,QUEENS,-2147483648,83,B
4994,41,D7,2,1,39540,140-74 34 AVENUE,QUEENS,-2147483648,58,C
4994,7501,R0,2,1,34314,139-35 35 AVENUE,QUEENS,-2147483648,52,D
4994,7505,R0,2,1,37895,139-39 35 AVENUE,QUEENS,-2147483648,88,A
5002,1,W1,0,1,426224,35-01 UNION STREET,QUEENS,-2147483648,73,B
5002,87,D4,2,1,151000,141-25 NORTHERN BOULEVARD,QUEENS,-2147483648,22,D
5003,11,D4,2,1,39700,35-05 PARSONS BOULEVARD,QUEENS,-2147483648,0,F
5003,19,D1,2,1,59100,144-30 35 AVENUE,QUEENS,-2147483648,24,D
5003,23,D1,2,1,59100,144-32 35 AVENUE,QUEENS,-2147483648,41,D
5003,28,D1,2,1,75300,144-50 35 AVENUE,QUEENS,-2147483648,39,D
5005,1,C1,2,1,35139,35-33 147 STREET,QUEENS,-2147483648,8,D
5005,59,D1,2,1,140000,147-25 NORTHERN BOULEVARD,QUEENS,-2147483648,38,D
5005,7502,R0,2,1,110400,148-09 NORTHERN BOULEVARD,QUEENS,-2147483648,86,A
5012,12,D1,2,1,88000,36-19 BOWNE STREET,QUEENS,-2147483648,96,A
5012,33,D6,0,1,108869,141-26 NORTHERN BOULEVARD,QUEENS,-2147483648,100,A
6586,6,D1,2,1,46500,414 AVENUE N,BROOKLYN,-2147483648,46,D
5012,51,D4,2,1,37650,36-20 PARSONS BOULEVARD,QUEENS,-2147483648,100,A
5013,38,D1,2,2,113522,37-14 PARSONS BOULEVARD,QUEENS,-2147483648,61,C
5013,59,C1,2,1,27300,143-21 BOWNE STREET,QUEENS,-2147483648,39,D
5014,7502,R0,2,1,174724,144-74 NORTHERN BOULEVARD,QUEENS,-2147483648,0,F
6587,7501,R0,2,1,27206,1404 OCEAN PARKWAY,BROOKLYN,-2147483648,0,F
5016,7,D4,2,3,200466,147-35 38 AVENUE,QUEENS,-2147483648,92,A
5020,23,N2,4,1,193975,38-20 BOWNE STREET,QUEENS,-2147483648,14,D
5021,1,D1,2,1,102023,142-01 41 AVENUE,QUEENS,-2147483648,66,C
5023,39,D4,2,1,72901,143-43 41 AVENUE,QUEENS,-2147483648,100,A
5023,45,D7,2,1,98564,143-25 41 AVENUE,QUEENS,-2147483648,70,B
5024,1,D4,2,1,103710,38-25 PARSONS BOULEVARD,QUEENS,-2147483648,38,D
5026,35,M1,4,1,37196,147-46 38 AVENUE,QUEENS,-2147483648,0,F
5027,7502,R0,2,1,50660,144-85 ROOSEVELT AVENUE,QUEENS,-2147483648,92,A
5028,7,D4,2,1,114151,38-15 149 STREET,QUEENS,-2147483648,84,B
5039,7502,R0,2,1,66560,41-05 COLLEGE POINT BOULEVARD,QUEENS,-2147483648,80,B
5042,23,D4,2,1,36362,133-27 SANFORD AVENUE,QUEENS,-2147483648,44,D
5042,57,D4,2,1,49532,133-33 SANFORD AVENUE,QUEENS,-2147483648,57,C
5043,7501,R0,2,1,97256,136-05 SANFORD AVENUE,QUEENS,-2147483648,1,D
5044,63,D1,2,1,65313,138-47 BARCLAY AVENUE,QUEENS,-2147483648,69,C
5046,20,D7,2,1,196000,41-10 BOWNE STREET,QUEENS,-2147483648,73,B
5046,40,D1,2,1,53620,142-19 BARCLAY AVENUE,QUEENS,-2147483648,61,C
5048,1,D1,2,1,161048,143-09 BARCLAY AVENUE,QUEENS,-2147483648,89,A
6596,50,D1,2,1,45000,105 AVENUE P,BROOKLYN,-2147483648,39,D
5049,1,D4,2,1,77205,143-07 SANFORD AVENUE,QUEENS,-2147483648,55,C
5049,43,D7,2,1,148677,143-33 SANFORD AVENUE,QUEENS,-2147483648,71,B
5050,4,D7,2,1,155880,144-20 41 AVENUE,QUEENS,-2147483648,80,B
5050,20,D4,2,1,78622,144-44 41 AVENUE,QUEENS,-2147483648,44,D
5050,56,D7,2,1,34645,144-69 BARCLAY AVENUE,QUEENS,-2147483648,100,A
5051,75,D1,2,1,165486,144-27 SANFORD AVENUE,QUEENS,-2147483648,0,F
3998,1,W2,4,1,68400,123-15 14 AVENUE,QUEENS,-2147483648,0,F
5053,21,D7,2,1,56651,147-05 SANFORD AVENUE,QUEENS,-2147483648,75,B
5066,622,K8,4,1,155246,131-33 AVERY AVENUE,QUEENS,-2147483648,62,C
8406,35,M1,4,1,29692,6313 AVENUE U,BROOKLYN,-2147483648,0,F
5121,20,O5,4,1,100500,41-60 MAIN STREET,QUEENS,-2147483648,72,B
5121,50,D1,2,1,33490,134-37 MAPLE AVENUE,QUEENS,-2147483648,50,D
5121,7502,R0,2,1,48925,134-43 MAPLE AVENUE,QUEENS,-2147483648,71,B
8409,1,M1,4,1,26318,6809 AVENUE U,BROOKLYN,-2147483648,9,D
5134,30,D7,2,1,103976,42-02 KISSENA BOULEVARD,QUEENS,-2147483648,55,C
5135,57,D4,2,1,89975,137-05 FRANKLIN AVENUE,QUEENS,-2147483648,100,A
5135,7501,R0,2,1,85120,136-24 MAPLE AVENUE,QUEENS,-2147483648,75,B
5135,7502,R0,2,1,268168,42-35 MAIN STREET,QUEENS,-2147483648,46,D
5137,5,D7,2,1,342705,43-23 COLDEN STREET,QUEENS,-2147483648,40,D
5137,11,D4,2,2,270499,42-55 COLDEN STREET,QUEENS,-2147483648,29,D
5137,12,D3,2,1,280099,42-49 COLDEN STREET,QUEENS,-2147483648,57,C
5137,55,D4,2,1,226160,138-10 FRANKLIN AVENUE,QUEENS,-2147483648,40,D
5137,93,D7,2,1,277354,43-44 KISSENA BOULEVARD,QUEENS,-2147483648,57,C
5145,49,D7,2,1,121091,138-52 ELDER AVENUE,QUEENS,-2147483648,82,B
5145,55,D4,2,1,130326,138-70 ELDER AVENUE,QUEENS,-2147483648,34,D
5146,1,D1,2,1,131187,45-15 COLDEN STREET,QUEENS,-2147483648,76,B
5147,1,W1,0,1,153242,46-21 COLDEN STREET,QUEENS,-2147483648,96,A
4076,7501,RC,0,2,28200,15-09 121 STREET,QUEENS,-2147483648,0,F
5181,1,D4,2,1,71058,142-05 FRANKLIN AVENUE,QUEENS,-2147483648,51,D
5181,7502,R0,2,1,60070,41-60 BOWNE STREET,QUEENS,-2147483648,96,A
4078,1,F4,4,3,144300,114-02 15 AVENUE,QUEENS,-2147483648,38,D
4078,26,F4,4,1,224500,116-02 15 AVENUE,QUEENS,-2147483648,45,D
5182,1,D1,2,1,119185,140-02 FRANKLIN AVENUE,QUEENS,-2147483648,41,D
5182,9,D1,2,1,53860,140-26 FRANKLIN AVENUE,QUEENS,-2147483648,75,B
5185,78,C1,2,1,38794,140-19 BEECH AVENUE,QUEENS,-2147483648,0,F
5185,7501,R0,2,1,88600,43-43 ASH AVENUE,QUEENS,-2147483648,50,D
5192,55,D4,2,3,135353,43-34 UNION STREET,QUEENS,-2147483648,59,C
5192,7503,R0,2,1,34746,43-22 UNION STREET,QUEENS,-2147483648,0,F
5193,7502,R0,2,1,74032,43-21 UNION STREET,QUEENS,-2147483648,97,A
5193,7506,R0,2,1,52102,141-18 CHERRY AVENUE,QUEENS,-2147483648,90,A
6614,17,D4,2,1,98417,1530 EAST 8 STREET,BROOKLYN,-2147483648,63,C
6622,26,D1,2,1,62640,1648 WEST 9 STREET,BROOKLYN,-2147483648,83,B
4143,20,K1,4,1,32990,136-07 20 AVENUE,QUEENS,-2147483648,44,D
4143,25,K1,4,1,32768,136-15 20 AVENUE,QUEENS,-2147483648,22,D
4145,65,O5,4,1,47498,140-15 20 AVENUE,QUEENS,-2147483648,71,B
4148,65,O2,4,1,108474,16-16 WHITESTONE EXPWY SR W,QUEENS,-2147483648,83,B
4172,7,H2,4,1,142459,20-07 127 STREET,QUEENS,-2147483648,100,A
4229,14,W1,0,1,47700,125-10 23 AVENUE,QUEENS,-2147483648,46,D
4273,105,F1,4,1,45000,128-15 26 AVENUE,QUEENS,-2147483648,0,F
4302,50,E1,4,1,28705,26-15 ULMER STREET,QUEENS,-2147483648,55,C
4318,1,E9,4,1,28320,29-05 28 AVENUE,QUEENS,-2147483648,0,F
4342,10,D4,2,7,184694,29-08 139 STREET,QUEENS,-2147483648,83,B
4343,125,D4,2,4,180262,139-19 31 ROAD,QUEENS,-2147483648,62,C
4371,173,W1,0,1,47978,29-66 137 STREET,QUEENS,-2147483648,54,D
4405,29,E9,4,1,52897,133-15 32 AVENUE,QUEENS,-2147483648,21,D
4410,56,D4,2,4,187936,31-30 138 STREET,QUEENS,-2147483648,20,D
4414,7505,R0,2,1,74687,140-21 32 AVENUE,QUEENS,-2147483648,89,A
5374,16,D4,2,1,118992,144-30 SANFORD AVENUE,QUEENS,-2147483648,0,F
5374,7502,R0,2,1,28546,42-05 PARSONS BOULEVARD,QUEENS,-2147483648,63,C
4716,60,W1,0,1,82900,200 ADELAIDE AVENUE,STATEN ISLAND,-2147483648,84,B
4531,395,E1,4,4,107285,7-02 154 STREET,QUEENS,-2147483648,0,F
4531,447,K6,0,2,66482,7-10 154 STREET,QUEENS,-2147483648,1,D
4531,460,E9,4,1,95932,152-35 10 AVENUE,QUEENS,-2147483648,3,D
8661,7502,R0,2,1,36184,380 NEPTUNE AVENUE,BROOKLYN,-2147483648,98,A
8665,7502,R0,2,1,31533,2964 BRIGHTON 6 STREET,BROOKLYN,-2147483648,0,F
8668,815,C7,2,1,42120,2907 NEPTUNE AVENUE,BROOKLYN,-2147483648,100,A
8685,76,D1,2,1,44400,219 BRIGHTWATER COURT,BROOKLYN,-2147483648,55,C
6678,7502,R0,2,1,37257,390 KINGS HIGHWAY,BROOKLYN,-2147483648,0,F
8685,83,D4,2,1,42700,3111 BRIGHTON 2 STREET,BROOKLYN,-2147483648,66,C
8688,79,D1,2,1,52200,3094 BRIGHTON 5 STREET,BROOKLYN,-2147483648,60,C
8691,57,D1,2,1,48240,3100 BRIGHTON 7 STREET,BROOKLYN,-2147483648,62,C
8692,30,D4,2,1,103734,3250 CONEY ISLAND AVENUE,BROOKLYN,-2147483648,20,D
4574,71,D4,2,1,150000,162-41 POWELLS COVE BOULEVARD,QUEENS,-2147483648,77,B
4574,104,D4,2,1,40692,166-41 POWELLS COVE BOULEVARD,QUEENS,-2147483648,24,D
8707,2,G2,4,1,30000,100 NEPTUNE AVENUE,BROOKLYN,-2147483648,73,B
4588,36,D4,2,1,40692,7-04 166 STREET,QUEENS,-2147483648,42,D
4588,38,D4,2,1,40692,7-24 166 STREET,QUEENS,-2147483648,22,D
4588,51,D4,2,1,40692,162-31 9 AVENUE,QUEENS,-2147483648,52,D
4588,52,D4,2,1,40692,162-11 9 AVENUE,QUEENS,-2147483648,51,D
4591,66,D4,2,1,40692,11-01 162 STREET,QUEENS,-2147483648,61,C
4591,75,D4,2,1,40692,10-21 162 STREET,QUEENS,-2147483648,33,D
4591,135,D4,2,1,40692,10-24 166 STREET,QUEENS,-2147483648,40,D
4591,145,D4,2,1,40692,10-34 166 STREET,QUEENS,-2147483648,13,D
8707,452,K4,4,1,46017,1001 BRIGHTON BEACH AVENUE,BROOKLYN,-2147483648,1,D
8709,100,D1,2,1,117600,125 BRIGHTON 11 STREET,BROOKLYN,-2147483648,40,D
8710,55,D4,2,1,38778,50 SHORE BOULEVARD,BROOKLYN,-2147483648,65,C
8711,85,D1,2,1,50500,79 BRIGHTON 11 STREET,BROOKLYN,-2147483648,37,D
6681,415,D4,2,1,138600,1802 OCEAN PARKWAY,BROOKLYN,-2147483648,87,A
6681,440,D1,2,1,91350,1850 OCEAN PARKWAY,BROOKLYN,-2147483648,96,A
8713,7501,R0,2,1,150822,2 WEST END AVENUE,BROOKLYN,-2147483648,51,D
4602,34,D4,2,1,40692,9-15 166 STREET,QUEENS,-2147483648,54,D
4603,2,D4,2,1,40692,7-25 166 STREET,QUEENS,-2147483648,31,D
8716,85,C1,2,1,33800,3033 BRIGHTON 13 STREET,BROOKLYN,-2147483648,28,D
8719,38,D3,2,1,155661,160 WEST END AVENUE,BROOKLYN,-2147483648,38,D
8720,7501,R0,2,2,153893,150 OCEANA DRIVE WEST,BROOKLYN,-2147483648,37,D
8720,7506,R0,2,1,77312,70 OCEANA DRIVE WEST,BROOKLYN,-2147483648,36,D
8720,7514,R0,2,1,114772,65 OCEANA DRIVE EAST,BROOKLYN,-2147483648,57,C
8721,350,D4,2,1,162957,1120 BRIGHTON BEACH AVENUE,BROOKLYN,-2147483648,4,D
8721,360,D4,2,1,404149,3131 BRIGHTON 13 STREET,BROOKLYN,-2147483648,78,B
8723,7502,R0,2,1,33137,1180 BRIGHTON BEACH AVENUE,BROOKLYN,-2147483648,100,A
8726,1,D4,2,1,81000,110 SHORE BOULEVARD,BROOKLYN,-2147483648,73,B
8726,7501,R0,2,1,55530,37 WEST END AVENUE,BROOKLYN,-2147483648,80,B
5106,1,W1,0,1,156000,330 DURANT AVENUE,STATEN ISLAND,-2147483648,71,B
6686,1,D7,2,1,51840,1102 GLENWOOD ROAD,BROOKLYN,-2147483648,2,D
8752,35,W1,0,1,31780,101 IRWIN STREET,BROOKLYN,-2147483648,54,D
6694,50,D1,2,1,55200,1220 OCEAN AVENUE,BROOKLYN,-2147483648,59,C
4647,1,W1,0,3,112820,147-01 15 DRIVE,QUEENS,-2147483648,70,B
6694,67,M1,4,1,31440,1260 OCEAN AVENUE,BROOKLYN,-2147483648,56,C
8763,13,D1,2,1,56827,1133 BANNER AVENUE,BROOKLYN,-2147483648,32,D
8765,19,D1,2,1,73217,2740 EAST 13 STREET,BROOKLYN,-2147483648,86,A
8772,78,O5,0,1,30269,1733 SHEEPSHEAD BAY ROAD,BROOKLYN,-2147483648,33,D
5674,2,W1,0,2,104704,56-37 188 STREET,QUEENS,-2147483648,58,C
6701,54,D1,2,1,28700,860 EAST 18 STREET,BROOKLYN,-2147483648,31,D
8791,224,D1,2,1,35520,3685 NOSTRAND AVENUE,BROOKLYN,-2147483648,22,D
8792,63,D6,2,1,45054,2801 EMMONS AVENUE,BROOKLYN,-2147483648,61,C
8808,59,D4,2,1,161001,3221 EMMONS AVENUE,BROOKLYN,-2147483648,65,C
6714,41,C7,2,1,57500,1201 AVENUE K,BROOKLYN,-2147483648,28,D
6715,79,C1,2,1,30000,1013 EAST 13 STREET,BROOKLYN,-2147483648,65,C
8819,11,D4,2,4,261072,2220 BURNETT STREET,BROOKLYN,-2147483648,92,A
8820,1,C8,2,1,27816,3171 WHITNEY AVENUE,BROOKLYN,-2147483648,95,A
8821,10,D4,2,3,174580,2251 KNAPP STREET,BROOKLYN,-2147483648,36,D
4701,1,W2,4,1,44100,16-21 150 PLACE,QUEENS,-2147483648,17,D
5781,1,C6,2,80,123031,199-01 17 AVENUE,QUEENS,-2147483648,81,B
5784,1,C6,2,87,143536,199-12 19 AVENUE,QUEENS,-2147483648,81,B
5787,1,C6,2,106,180608,199-02 21 AVENUE,QUEENS,-2147483648,81,B
6721,58,D1,2,1,62100,1520 OCEAN AVENUE,BROOKLYN,-2147483648,79,B
6721,62,C1,2,1,25400,1524 OCEAN AVENUE,BROOKLYN,-2147483648,64,C
6721,65,C1,2,1,46632,1532 OCEAN AVENUE,BROOKLYN,-2147483648,85,A
6721,70,C1,2,1,65980,1554 OCEAN AVENUE,BROOKLYN,-2147483648,7,D
6721,82,D1,2,1,77224,1562 OCEAN AVENUE,BROOKLYN,-2147483648,64,C
6721,88,D1,2,1,43630,1576 OCEAN AVENUE,BROOKLYN,-2147483648,15,D
6724,6,C1,2,1,36900,1314 AVENUE K,BROOKLYN,-2147483648,50,D
5865,112,D3,2,1,147700,16-70 BELL BOULEVARD,QUEENS,-2147483648,67,C
5878,3,D4,2,4,373772,18-40 211 STREET,QUEENS,-2147483648,96,A
6729,1,D1,2,1,49660,1801 AVENUE L,BROOKLYN,-2147483648,50,D
5900,75,D4,2,2,168516,212-30 23 AVENUE,QUEENS,-2147483648,62,C
6730,59,D4,2,1,67000,1916 AVENUE K,BROOKLYN,-2147483648,55,C
5958,140,D1,2,1,146525,23-50 WATERS EDGE DRIVE,QUEENS,-2147483648,84,B
4789,81,M1,4,1,42858,145-15 33 AVENUE,QUEENS,-2147483648,34,D
6743,44,D1,2,1,57600,1423 AVENUE N,BROOKLYN,-2147483648,65,C
4807,49,C9,2,1,32660,29-01 148 STREET,QUEENS,-2147483648,14,D
16,25,O5,4,1,50207,50-02 FIFTH STREET,QUEENS,-2147483648,59,C
17,1,E9,4,1,95750,2-33 50 AVENUE,QUEENS,-2147483648,56,C
6748,16,D1,0,1,27084,1806 OCEAN AVENUE,BROOKLYN,-2147483648,31,D
6748,26,D1,2,1,101600,1818 OCEAN AVENUE,BROOKLYN,-2147483648,70,B
26,21,E1,4,1,46600,5-29 46 AVENUE,QUEENS,-2147483648,69,C
6748,37,D1,2,1,46752,1850 OCEAN AVENUE,BROOKLYN,-2147483648,26,D
6748,88,C1,2,1,36153,1325 EAST 19 STREET,BROOKLYN,-2147483648,45,D
36,1,E1,4,1,51500,54-08 VERNON BOULEVARD,QUEENS,-2147483648,50,D
47,7501,R0,2,1,58572,10-55 47 AVENUE,QUEENS,-2147483648,68,C
47,7502,R0,2,1,39975,10-40 46 ROAD,QUEENS,-2147483648,13,D
6751,23,D1,2,1,58800,1440 EAST 14 STREET,BROOKLYN,-2147483648,57,C
51,25,D3,2,1,27801,10-44 44 DRIVE,QUEENS,-2147483648,0,F
55,13,C1,2,1,28064,11-25 46 ROAD,QUEENS,-2147483648,50,D
55,17,C1,2,1,28064,11-15 46 ROAD,QUEENS,-2147483648,23,D
62,7501,R0,2,1,141949,11-02 49 AVENUE,QUEENS,-2147483648,72,B
72,73,D8,2,1,167943,22-22 JACKSON AVENUE,QUEENS,-2147483648,63,C
96,10,H9,4,1,28148,26-32 SKILLMAN AVENUE,QUEENS,-2147483648,0,F
6024,17,C1,2,1,36000,198-40 32 AVENUE,QUEENS,-2147483648,18,D
