Block,Lot,Building_Class,Tax_Class,Building_Count,DOF_Gross_Square_Footage,Address,BoroughName,BBL,ENERGY STAR Score,LetterScore
850,1,O6,4,1,173159,149 5 AVENUE,MANHATTAN,1008500001,66,C
850,4,O6,4,1,37288,153 5 AVENUE,MANHATTAN,1008500004,83,B
636,7501,R0,2,1,38871,296 WEST 10 STREET,MANHATTAN,1006367501,35,D
637,30,C6,0,2,37620,684 WASHINGTON STREET,MANHATTAN,1006370030,15,D
1373,50,I1,0,4,661538,900 MAIN STREET,MANHATTAN,1013730050,100,A
637,81,D4,2,1,60000,167 PERRY STREET,MANHATTAN,1006370081,61,C
851,63,O5,4,1,25170,10 EAST 23 STREET,MANHATTAN,1008510063,58,C
854,7501,R0,2,1,1630256,11 MADISON AVENUE,MANHATTAN,1008547501,79,B
855,37,O4,4,1,524937,35 MADISON AVENUE,MANHATTAN,1008550037,48,D
641,10,D4,2,1,50820,128 JANE STREET,MANHATTAN,1006410010,100,A
637,7501,R0,2,1,48708,155 PERRY STREET,MANHATTAN,1006377501,42,D
638,4,D0,2,1,63000,433 WEST STREET,MANHATTAN,1006380004,34,D
857,7,HB,4,1,53038,7 EAST 27 STREET,MANHATTAN,1008570007,6,D
857,66,D6,2,1,187041,10 EAST 28 STREET,MANHATTAN,1008570066,1,D
1374,7502,R0,2,1,252049,502 PARK AVENUE,MANHATTAN,1013747502,2,D
1375,1,H5,0,1,95380,1 EAST 60 STREET,MANHATTAN,1013750001,2,D
859,64,O4,4,1,232644,105 MADISON AVENUE,MANHATTAN,1008590064,71,B
860,49,O6,4,1,150686,36 EAST 31 STREET,MANHATTAN,1008600049,97,A
860,74,H2,4,1,63967,12 EAST 31 STREET,MANHATTAN,1008600074,28,D
861,1,O4,4,1,160454,303 5 AVENUE,MANHATTAN,1008610001,65,C
861,10,H3,4,1,78843,11 EAST 31 STREET,MANHATTAN,1008610010,37,D
861,15,O6,4,2,255447,134 MADISON AVENUE,MANHATTAN,1008610015,68,C
861,66,H3,4,1,71250,14 EAST 32 STREET,MANHATTAN,1008610066,49,D
642,42,D4,2,1,44385,92 HORATIO STREET,MANHATTAN,1006420042,66,C
861,72,O6,4,1,145500,6 EAST 32 STREET,MANHATTAN,1008610072,49,D
861,75,O6,4,1,56000,315 5 AVENUE,MANHATTAN,1008610075,23,D
862,24,D4,2,1,111227,153 MADISON AVENUE,MANHATTAN,1008620024,44,D
862,28,H3,4,1,28119,35 EAST 32 STREET,MANHATTAN,1008620028,59,C
1378,70,D4,2,1,130923,825 5 AVENUE,MANHATTAN,1013780070,8,D
642,1,H3,4,1,43618,113 JANE STREET,MANHATTAN,1006420001,57,C
862,45,O6,4,1,91554,30 EAST 33 STREET,MANHATTAN,1008620045,87,A
862,67,O6,4,1,29757,10 EAST 33 STREET,MANHATTAN,1008620067,47,D
862,7501,R0,2,1,61571,161 MADISON AVENUE,MANHATTAN,1008627501,72,B
863,6,O6,4,1,127866,1 EAST 33 STREET,MANHATTAN,1008630006,67,C
863,13,O4,4,1,349683,15 EAST 33 STREET,MANHATTAN,1008630013,89,A
614,61,D8,2,1,38478,201 WEST 11 STREET,MANHATTAN,1006140061,7,D
863,53,H8,4,1,87550,48 EAST 34 STREET,MANHATTAN,1008630053,52,D
1379,17,K4,4,1,37428,740 MADISON AVENUE,MANHATTAN,1013790017,3,D
863,60,O6,4,1,233484,183 MADISON AVENUE,MANHATTAN,1008630060,85,A
863,81,O6,4,1,52220,349 5 AVENUE,MANHATTAN,1008630081,55,C
864,25,O6,4,1,79961,185 MADISON AVENUE,MANHATTAN,1008640025,54,D
645,29,O5,4,1,144000,416 WEST 13 STREET,MANHATTAN,1006450029,56,C
864,41,D4,2,1,58841,16 PARK AVENUE,MANHATTAN,1008640041,89,A
645,35,O5,0,2,66893,414 WEST 13 STREET,MANHATTAN,1006450035,64,C
645,49,K4,4,1,58659,19 9 AVENUE,MANHATTAN,1006450049,0,F
1380,23,D4,2,1,155840,27 EAST 65 STREET,MANHATTAN,1013800023,3,D
1380,39,D4,2,1,105242,630 PARK AVENUE,MANHATTAN,1013800039,24,D
645,7501,R0,2,1,53588,837 WASHINGTON STREET,MANHATTAN,1006457501,97,A
865,32,D7,2,1,101306,20 PARK AVENUE,MANHATTAN,1008650032,48,D
865,40,D6,2,1,236315,30 PARK AVENUE,MANHATTAN,1008650040,91,A
865,42,D6,2,1,128072,28 EAST 36 STREET,MANHATTAN,1008650042,87,A
615,36,D6,2,1,64840,87 GREENWICH AVENUE,MANHATTAN,1006150036,4,D
865,53,D6,2,1,60300,213 MADISON AVENUE,MANHATTAN,1008650053,0,F
646,38,O5,4,1,37400,408 WEST 14 STREET,MANHATTAN,1006460038,74,B
865,7502,R0,2,1,97000,1 EAST 35 STREET,MANHATTAN,1008657502,12,D
646,7503,R0,2,1,78265,29 9 AVENUE,MANHATTAN,1006467503,94,A
866,64,D4,2,1,211910,220 MADISON AVENUE,MANHATTAN,1008660064,59,C
866,76,O6,4,1,156751,397 5 AVENUE,MANHATTAN,1008660076,48,D
866,7502,R0,2,1,90113,30 EAST 37 STREET,MANHATTAN,1008667502,72,B
867,1,O6,4,1,116598,411 5 AVENUE,MANHATTAN,1008670001,78,B
867,15,O6,4,1,115945,232 MADISON AVENUE,MANHATTAN,1008670015,83,B
646,7502,R0,2,1,103878,450 WEST 14 STREET,MANHATTAN,1006467502,64,C
867,20,H3,4,1,71043,237 MADISON AVENUE,MANHATTAN,1008670020,96,A
867,57,D4,2,1,142836,242 MADISON AVENUE,MANHATTAN,1008670057,21,D
867,62,O6,4,1,68213,14 EAST 38 STREET,MANHATTAN,1008670062,79,B
618,33,D6,2,1,142204,48 7 AVENUE,MANHATTAN,1006180033,33,D
690,7501,R0,2,1,73107,520 WEST 19 STREET,MANHATTAN,1006907501,58,C
868,72,O6,4,1,69378,437 5 AVENUE,MANHATTAN,1008680072,41,D
868,7501,R0,2,1,93180,35 EAST 38 STREET,MANHATTAN,1008687501,61,C
868,7502,R0,2,1,232631,80 PARK AVENUE,MANHATTAN,1008687502,35,D
869,20,O4,4,1,104431,271 MADISON AVENUE,MANHATTAN,1008690020,85,A
869,49,O6,4,1,71063,30 EAST 40 STREET,MANHATTAN,1008690049,61,C
869,58,O6,4,1,91212,274 MADISON AVENUE,MANHATTAN,1008690058,81,B
691,7502,R0,2,1,119876,505 WEST 19 STREET,MANHATTAN,1006917502,22,D
869,61,O6,4,1,74186,278 MADISON AVENUE,MANHATTAN,1008690061,62,C
869,66,O4,4,1,442042,10 EAST 40 STREET,MANHATTAN,1008690066,56,C
618,7501,R0,2,1,133244,222 WEST 14 STREET,MANHATTAN,1006187501,63,C
871,3,O6,4,2,145772,32 UNION SQUARE,MANHATTAN,1008710003,57,C
1384,32,D4,2,1,173720,700 PARK AVENUE,MANHATTAN,1013840032,47,D
672,1,O6,4,1,1835150,601 WEST 26 STREET,MANHATTAN,1006720001,68,C
872,13,O3,0,1,288402,109 EAST 16 STREET,MANHATTAN,1008720013,92,A
874,1,O6,4,1,455451,225 PARK AVENUE SOUTH,MANHATTAN,1008740001,72,B
693,7502,R0,2,1,196966,551 WEST 21 STREET,MANHATTAN,1006937502,6,D
1388,56,D4,2,1,143437,926 MADISON AVENUE,MANHATTAN,1013880056,65,C
691,7501,R0,2,1,144588,100 11 AVENUE,MANHATTAN,1006917501,8,D
692,15,O3,4,1,111329,529 WEST 20 STREET,MANHATTAN,1006920015,96,A
1389,1,D4,2,1,220003,930 5 AVENUE,MANHATTAN,1013890001,61,C
692,19,E1,4,1,94622,525 WEST 20 STREET,MANHATTAN,1006920019,19,D
692,23,O6,4,1,83240,513 WEST 20 STREET,MANHATTAN,1006920023,92,A
875,56,D4,2,1,49015,24 GRAMERCY PARK SOUTH,MANHATTAN,1008750056,76,B
697,56,O6,4,1,144079,536 WEST 26 STREET,MANHATTAN,1006970056,52,D
1389,38,D4,2,1,154827,812 PARK AVENUE,MANHATTAN,1013890038,24,D
877,22,D4,2,1,75379,1 LEXINGTON AVENUE,MANHATTAN,1008770022,85,A
877,30,D4,2,1,87793,44 GRAMERCY PARK NORTH,MANHATTAN,1008770030,58,C
877,60,D6,2,1,57538,134 EAST 22 STREET,MANHATTAN,1008770060,96,A
877,67,D4,2,1,84851,7 LEXINGTON AVENUE,MANHATTAN,1008770067,88,A
1389,69,D4,2,1,84965,936 5 AVENUE,MANHATTAN,1013890069,66,C
701,16,D7,2,1,315586,520 WEST 30 STREET,MANHATTAN,1007010016,30,D
877,74,D4,2,1,120300,4 LEXINGTON AVENUE,MANHATTAN,1008770074,58,C
877,84,D4,2,1,71151,102 EAST 22 STREET,MANHATTAN,1008770084,56,C
877,7501,R0,2,1,148806,280 3 AVENUE,MANHATTAN,1008777501,19,D
878,38,D7,2,1,181226,290 3 AVENUE,MANHATTAN,1008780038,65,C
701,62,D8,2,1,387468,312 11 AVENUE,MANHATTAN,1007010062,30,D
879,23,H2,4,1,163311,135 EAST 23 STREET,MANHATTAN,1008790023,10,D
879,27,D6,2,1,101857,143 EAST 23 STREET,MANHATTAN,1008790027,94,A
702,7502,R0,2,1,1117228,553 WEST 30 STREET,MANHATTAN,1007027502,76,B
879,70,D1,2,1,40266,124 EAST 24 STREET,MANHATTAN,1008790070,88,A
879,81,O9,4,1,356330,315 PARK AVENUE SOUTH,MANHATTAN,1008790081,81,B
880,4,O6,0,1,36921,329 PARK AVENUE SOUTH,MANHATTAN,1008800004,55,C
880,19,D4,2,1,150340,50 LEXINGTON AVENUE,MANHATTAN,1008800019,36,D
880,42,D4,2,1,207201,330 3 AVENUE,MANHATTAN,1008800042,77,B
880,80,O9,0,1,49020,118 EAST 25 STREET,MANHATTAN,1008800080,65,C
880,82,O6,0,1,48236,114 EAST 25 STREET,MANHATTAN,1008800082,57,C
699,33,D8,2,1,101000,303 10 AVENUE,MANHATTAN,1006990033,9,D
881,41,D6,2,1,151346,344 3 AVENUE,MANHATTAN,1008810041,79,B
699,7503,R0,2,1,143053,520 WEST 28 STREET,MANHATTAN,1006997503,0,F
881,7501,R0,2,1,30662,61 LEXINGTON AVENUE,MANHATTAN,1008817501,20,D
1392,40,D4,2,1,88530,876 PARK AVENUE,MANHATTAN,1013920040,94,A
700,27,D6,2,1,284356,509 WEST 28 STREET,MANHATTAN,1007000027,41,D
1392,70,D4,2,1,113150,965 5 AVENUE,MANHATTAN,1013920070,50,D
710,29,E9,4,1,203400,501 10 AVENUE,MANHATTAN,1007100029,7,D
882,52,D4,2,1,47000,150 EAST 27 STREET,MANHATTAN,1008820052,82,B
882,56,D1,2,1,30777,142 EAST 27 STREET,MANHATTAN,1008820056,68,C
1393,14,O5,4,1,28555,1012 MADISON AVENUE,MANHATTAN,1013930014,0,F
712,21,O5,4,1,38468,413 WEST 14 STREET,MANHATTAN,1007120021,58,C
712,46,O3,4,1,111300,422 WEST 15 STREET,MANHATTAN,1007120046,64,C
622,56,D1,2,1,34140,53 PERRY STREET,MANHATTAN,1006220056,40,D
883,47,D6,2,1,30800,382 3 AVENUE,MANHATTAN,1008830047,95,A
1394,13,O4,4,2,386287,750 LEXINGTON AVENUE,MANHATTAN,1013940013,61,C
883,58,D4,2,1,98359,140 EAST 28 STREET,MANHATTAN,1008830058,24,D
715,10,D1,2,4,253070,117 9 AVENUE,MANHATTAN,1007150010,0,F
1395,17,O4,4,1,156823,770 LEXINGTON AVENUE,MANHATTAN,1013950017,50,D
884,1,D4,2,1,114407,407 PARK AVENUE SOUTH,MANHATTAN,1008840001,95,A
708,31,O6,4,1,241508,469 10 AVENUE,MANHATTAN,1007080031,75,B
884,27,D4,2,1,28617,137 EAST 28 STREET,MANHATTAN,1008840027,83,B
716,7503,R0,2,1,83950,447 WEST 18 STREET,MANHATTAN,1007167503,31,D
708,37,O5,4,1,85442,481 10 AVENUE,MANHATTAN,1007080037,52,D
1395,7502,R0,2,1,57302,521 PARK AVENUE,MANHATTAN,1013957502,1,D
1396,7,O7,4,1,58298,115 EAST 61 STREET,MANHATTAN,1013960007,70,B
1396,33,D4,2,1,312646,1030 3 AVENUE,MANHATTAN,1013960033,4,D
1397,1,D4,2,1,57847,563 PARK AVENUE,MANHATTAN,1013970001,1,D
1398,6,D7,2,1,26384,103 EAST 63 STREET,MANHATTAN,1013980006,62,C
1398,60,D4,2,1,139590,826 LEXINGTON AVENUE,MANHATTAN,1013980060,57,C
1398,7501,R0,2,1,257793,188 EAST 64 STREET,MANHATTAN,1013987501,7,D
1400,60,H5,4,2,40392,124 EAST 66 STREET,MANHATTAN,1014000060,58,C
1400,62,D4,2,1,79092,114 EAST 66 STREET,MANHATTAN,1014000062,19,D
1400,7501,R0,2,1,215128,181 EAST 65 STREET,MANHATTAN,1014007501,24,D
1401,20,D4,2,1,134467,889 LEXINGTON AVENUE,MANHATTAN,1014010020,52,D
1401,32,D4,2,1,38850,139 EAST 66 STREET,MANHATTAN,1014010032,43,D
1402,33,D4,2,1,104000,1150 3 AVENUE,MANHATTAN,1014020033,18,D
1402,42,W2,4,1,38259,162 EAST 68 STREET,MANHATTAN,1014020042,1,D
1402,7501,R0,2,1,144425,1156 3 AVENUE,MANHATTAN,1014027501,51,D
1404,33,D4,2,1,132724,1186 3 AVENUE,MANHATTAN,1014040033,71,B
1404,41,D6,2,1,36745,178 EAST 70 STREET,MANHATTAN,1014040041,1,D
1405,51,D4,2,1,88829,975 LEXINGTON AVENUE,MANHATTAN,1014050051,38,D
1407,8,D4,2,1,81622,117 EAST 72 STREET,MANHATTAN,1014070008,63,C
1407,33,D4,2,2,326054,1250 3 AVENUE,MANHATTAN,1014070033,50,D
1408,1,D4,2,1,143244,785 PARK AVENUE,MANHATTAN,1014080001,62,C
1408,33,D4,2,1,177975,1270 3 AVENUE,MANHATTAN,1014080033,46,D
1409,68,M1,4,1,36980,112 EAST 75 STREET,MANHATTAN,1014090068,17,D
1411,1,I1,4,9,775241,855 PARK AVENUE,MANHATTAN,1014110001,57,C
1413,27,D4,2,1,55883,167 EAST 78 STREET,MANHATTAN,1014130027,67,C
717,7501,R0,2,1,54355,445 WEST 19 STREET,MANHATTAN,1007177501,71,B
718,7502,R0,2,1,140360,180 10 AVENUE,MANHATTAN,1007187502,58,C
720,45,D6,2,1,58394,401 WEST 22 STREET,MANHATTAN,1007200045,60,C
723,1,D3,2,2,325140,264 10 AVENUE,MANHATTAN,1007230001,0,F
723,15,D3,2,2,567000,407 WEST 25 STREET,MANHATTAN,1007230015,0,F
724,1,D3,2,3,159200,278 10 AVENUE,MANHATTAN,1007240001,0,F
728,60,O3,4,1,112146,442 WEST 31 STREET,MANHATTAN,1007280060,89,A
729,7502,R0,2,1,921360,371 9 AVENUE,MANHATTAN,1007297502,51,D
731,60,D4,2,1,108402,430 WEST 34 STREET,MANHATTAN,1007310060,87,A
731,65,D3,2,1,119194,440 WEST 34 STREET,MANHATTAN,1007310065,59,C
732,25,N2,4,1,122073,413 WEST 34 STREET,MANHATTAN,1007320025,82,B
733,8,D6,2,1,98576,453 WEST 35 STREET,MANHATTAN,1007330008,0,F
734,37,D7,2,1,214594,400 WEST 37 STREET,MANHATTAN,1007340037,64,C
734,7501,R0,2,1,173726,438 WEST 37 STREET,MANHATTAN,1007347501,100,A
738,7501,R0,2,1,125914,85 8 AVENUE,MANHATTAN,1007387501,68,C
738,7502,R0,2,1,41302,366 WEST 15 STREET,MANHATTAN,1007387502,2,D
740,37,D4,2,1,32930,139 8 AVENUE,MANHATTAN,1007400037,9,D
741,67,D7,2,1,57706,112 9 AVENUE,MANHATTAN,1007410067,56,C
714,14,O2,4,1,27456,437 WEST 16 STREET,MANHATTAN,1007140014,0,F
714,7501,R0,2,1,520296,450 WEST 17 STREET,MANHATTAN,1007147501,4,D
715,59,G9,4,1,35720,442 WEST 18 STREET,MANHATTAN,1007150059,58,C
716,17,D1,2,3,253070,401 WEST 18 STREET,MANHATTAN,1007160017,0,F
717,7504,R0,2,1,47306,422 WEST 20 STREET,MANHATTAN,1007177504,0,F
721,7501,R0,2,2,333837,465 WEST 23 STREET,MANHATTAN,1007217501,14,D
722,26,D1,2,1,42204,415 WEST 24 STREET,MANHATTAN,1007220026,67,C
724,10,D6,2,1,108426,441 WEST 26 STREET,MANHATTAN,1007240010,0,F
724,15,D3,2,1,187330,427 WEST 26 STREET,MANHATTAN,1007240015,0,F
728,7501,R0,2,1,55500,365 9 AVENUE,MANHATTAN,1007287501,0,F
729,163,O2,4,1,178460,424 WEST 33 STREET,MANHATTAN,1007290163,79,B
732,36,O4,4,1,515174,433 9 AVENUE,MANHATTAN,1007320036,93,A
732,70,H2,4,1,48264,444 10 AVENUE,MANHATTAN,1007320070,13,D
736,7501,R0,2,1,144242,511 9 AVENUE,MANHATTAN,1007367501,80,B
738,14,D7,2,1,28821,337 WEST 14 STREET,MANHATTAN,1007380014,71,B
740,7501,R0,2,1,75916,127 8 AVENUE,MANHATTAN,1007407501,1,D
885,1,D4,2,1,109012,425 PARK AVENUE SOUTH,MANHATTAN,1008850001,54,D
885,66,D3,2,1,28240,151 LEXINGTON AVENUE,MANHATTAN,1008850066,83,B
887,95,O4,4,1,449437,471 PARK AVENUE SOUTH,MANHATTAN,1008870095,82,B
888,55,D1,2,1,26280,142 EAST 33 STREET,MANHATTAN,1008880055,100,A
890,7501,R0,2,1,309398,155 EAST 34 STREET,MANHATTAN,1008907501,14,D
891,59,D4,2,1,39100,144 EAST 36 STREET,MANHATTAN,1008910059,76,B
891,66,D4,2,1,72659,271 LEXINGTON AVENUE,MANHATTAN,1008910066,82,B
892,1,D6,2,1,115221,41 PARK AVENUE,MANHATTAN,1008920001,59,C
892,20,D4,2,1,64306,288 LEXINGTON AVENUE,MANHATTAN,1008920020,73,B
892,7503,R0,2,1,143822,45 PARK AVENUE,MANHATTAN,1008927503,56,C
894,1,D4,2,1,78983,67 PARK AVENUE,MANHATTAN,1008940001,65,C
894,7503,R0,2,1,56062,71 PARK AVENUE,MANHATTAN,1008947503,59,C
896,32,D4,2,1,116191,230 EAST 15 STREET,MANHATTAN,1008960032,81,B
896,39,D4,2,1,136191,210 EAST 15 STREET,MANHATTAN,1008960039,43,D
897,75,D8,2,1,45000,179 3 AVENUE,MANHATTAN,1008970075,10,D
742,7,W1,0,1,280569,335 WEST 18 STREET,MANHATTAN,1007420007,80,B
899,40,D6,2,1,87960,222 EAST 19 STREET,MANHATTAN,1008990040,45,D
902,30,D6,2,1,77640,371 2 AVENUE,MANHATTAN,1009020030,55,C
1417,28,D6,2,1,207284,1191 2 AVENUE,MANHATTAN,1014170028,46,D
1417,35,D6,2,1,184245,220 EAST 63 STREET,MANHATTAN,1014170035,41,D
1418,21,D6,2,1,566083,1201 2 AVENUE,MANHATTAN,1014180021,19,D
903,7502,R0,2,1,338606,381 2 AVENUE,MANHATTAN,1009037502,79,B
903,7504,R0,2,1,85536,234 EAST 23 STREET,MANHATTAN,1009037504,23,D
1418,45,D6,2,2,215465,1081 3 AVENUE,MANHATTAN,1014180045,1,D
1421,5,D7,2,10,170424,205 EAST 66 STREET,MANHATTAN,1014210005,17,D
1421,21,D6,2,12,490652,1261 2 AVENUE,MANHATTAN,1014210021,2,D
905,6,D4,2,1,144942,205 EAST 24 STREET,MANHATTAN,1009050006,70,B
1424,1,D6,2,1,330000,201 EAST 69 STREET,MANHATTAN,1014240001,47,D
744,1,D4,2,1,62638,363 WEST 20 STREET,MANHATTAN,1007440001,59,C
1425,5,D6,2,1,488474,211 EAST 70 STREET,MANHATTAN,1014250005,53,D
906,1,D4,2,1,170080,201 EAST 25 STREET,MANHATTAN,1009060001,7,D
626,12,D4,2,1,262297,631 HUDSON STREET,MANHATTAN,1006260012,87,A
906,24,D4,2,1,190000,441 2 AVENUE,MANHATTAN,1009060024,69,C
907,16,D3,2,1,54252,225 EAST 26 STREET,MANHATTAN,1009070016,96,A
745,40,H2,4,1,30948,231 8 AVENUE,MANHATTAN,1007450040,31,D
1428,9,D4,2,1,74726,215 EAST 73 STREET,MANHATTAN,1014280009,47,D
745,7503,R0,2,1,82481,225 8 AVENUE,MANHATTAN,1007457503,100,A
746,60,M9,4,1,32000,334 WEST 23 STREET,MANHATTAN,1007460060,68,C
746,7503,R0,2,1,163241,249 8 AVENUE,MANHATTAN,1007467503,43,D
910,7501,R0,2,1,88126,250 EAST 30 STREET,MANHATTAN,1009107501,10,D
911,8,D3,2,1,47903,207 EAST 30 STREET,MANHATTAN,1009110008,83,B
1429,5,D4,2,1,147000,207 EAST 74 STREET,MANHATTAN,1014290005,37,D
628,4,H1,4,1,108600,10 9 AVENUE,MANHATTAN,1006280004,6,D
911,7502,R0,2,1,61100,250 EAST 31 STREET,MANHATTAN,1009117502,83,B
752,1,D4,2,2,398907,305 9 AVENUE,MANHATTAN,1007520001,73,B
629,44,D1,2,1,56508,305 WEST 13 STREET,MANHATTAN,1006290044,54,D
747,1,D4,2,3,250908,212 9 AVENUE,MANHATTAN,1007470001,73,B
913,7,W1,0,1,51210,208 EAST 33 STREET,MANHATTAN,1009130007,86,A
1430,5,W1,0,1,234499,206 EAST 76 STREET,MANHATTAN,1014300005,94,A
629,55,W2,4,1,38387,327 WEST 13 STREET,MANHATTAN,1006290055,68,C
749,17,M1,4,1,31797,341 WEST 25 STREET,MANHATTAN,1007490017,83,B
751,1,D4,2,4,1489943,270 9 AVENUE,MANHATTAN,1007510001,73,B
1431,13,D4,2,1,39375,225 EAST 76 STREET,MANHATTAN,1014310013,98,A
753,56,D5,2,2,147888,324 WEST 30 STREET,MANHATTAN,1007530056,62,C
1431,21,D4,2,1,80080,1463 2 AVENUE,MANHATTAN,1014310021,26,D
915,23,D6,2,2,118936,237 EAST 34 STREET,MANHATTAN,1009150023,81,B
915,38,D4,2,1,91745,240 EAST 35 STREET,MANHATTAN,1009150038,73,B
916,23,D4,2,1,82014,245 EAST 35 STREET,MANHATTAN,1009160023,82,B
916,7501,R0,2,1,25140,649 2 AVENUE,MANHATTAN,1009167501,0,F
754,31,D1,2,1,31512,313 WEST 30 STREET,MANHATTAN,1007540031,71,B
754,16,D1,2,1,25657,345 WEST 30 STREET,MANHATTAN,1007540016,80,B
754,51,W3,4,1,116000,320 WEST 31 STREET,MANHATTAN,1007540051,54,D
754,68,O6,4,1,63200,350 WEST 31 STREET,MANHATTAN,1007540068,44,D
757,1,K4,4,1,41006,420 9 AVENUE,MANHATTAN,1007570001,6,D
757,17,H1,0,1,120639,325 WEST 33 STREET,MANHATTAN,1007570017,49,D
631,7502,R0,2,1,95573,677 WASHINGTON STREET,MANHATTAN,1006317502,19,D
757,22,D6,2,1,555125,315 WEST 33 STREET,MANHATTAN,1007570022,0,F
919,59,D7,2,1,73216,593 3 AVENUE,MANHATTAN,1009190059,26,D
758,82,O6,4,1,342596,440 9 AVENUE,MANHATTAN,1007580082,85,A
759,14,H2,4,1,93090,345 WEST 35 STREET,MANHATTAN,1007590014,59,C
921,19,D4,2,1,197904,333 EAST 14 STREET,MANHATTAN,1009210019,89,A
1438,6,D3,0,1,164567,305 EAST 63 STREET,MANHATTAN,1014380006,16,D
760,55,O6,4,1,100244,320 WEST 37 STREET,MANHATTAN,1007600055,74,B
759,55,H1,4,1,119347,320 WEST 36 STREET,MANHATTAN,1007590055,41,D
922,8,W1,0,1,171080,331 EAST 15 STREET,MANHATTAN,1009220008,90,A
1439,23,D7,0,1,50225,1181 1 AVENUE,MANHATTAN,1014390023,27,D
1439,46,D9,2,1,76500,310 EAST 65 STREET,MANHATTAN,1014390046,66,C
760,68,D8,2,1,170978,352 WEST 37 STREET,MANHATTAN,1007600068,20,D
761,37,O4,4,1,162260,555 8 AVENUE,MANHATTAN,1007610037,83,B
761,43,D8,2,1,718503,320 WEST 38 STREET,MANHATTAN,1007610043,14,D
761,53,O6,4,1,180064,330 WEST 38 STREET,MANHATTAN,1007610053,97,A
761,59,D0,2,1,95402,344 WEST 38 STREET,MANHATTAN,1007610059,58,C
760,12,O6,4,1,98454,347 WEST 36 STREET,MANHATTAN,1007600012,89,A
760,20,H3,4,1,39291,337 WEST 36 STREET,MANHATTAN,1007600020,0,F
760,32,O6,4,1,232458,307 WEST 36 STREET,MANHATTAN,1007600032,78,B
762,25,O4,4,1,274209,307 WEST 38 STREET,MANHATTAN,1007620025,68,C
925,12,W1,0,1,93967,317 EAST 19 STREET,MANHATTAN,1009250012,72,B
762,38,H3,4,1,103133,585 8 AVENUE,MANHATTAN,1007620038,40,D
760,43,O4,4,1,137003,531 8 AVENUE,MANHATTAN,1007600043,76,B
925,60,D8,2,1,56310,304 EAST 20 STREET,MANHATTAN,1009250060,50,D
1444,31,D4,2,1,35532,330 EAST 70 STREET,MANHATTAN,1014440031,22,D
1444,36,C4,0,4,28160,320 EAST 70 STREET,MANHATTAN,1014440036,56,C
927,9,D1,2,1,44919,311 EAST 21 STREET,MANHATTAN,1009270009,61,C
763,32,H2,4,1,27160,305 WEST 39 STREET,MANHATTAN,1007630032,18,D
928,9,D6,2,1,81500,321 EAST 22 STREET,MANHATTAN,1009280009,100,A
763,49,O2,4,1,68060,314 WEST 40 STREET,MANHATTAN,1007630049,76,B
763,54,H2,4,1,98738,326 WEST 40 STREET,MANHATTAN,1007630054,37,D
1447,9,D4,2,1,276481,315 EAST 72 STREET,MANHATTAN,1014470009,84,B
763,56,H2,4,1,102000,330 WEST 40 STREET,MANHATTAN,1007630056,43,D
931,21,H8,4,1,140423,334 EAST 26 STREET,MANHATTAN,1009310021,66,C
933,25,D3,2,1,218666,463 1 AVENUE,MANHATTAN,1009330025,41,D
934,15,D3,2,2,165739,332 EAST 28 STREET,MANHATTAN,1009340015,57,C
1447,13,D4,2,1,84823,325 EAST 72 STREET,MANHATTAN,1014470013,59,C
762,33,O4,4,1,224400,575 8 AVENUE,MANHATTAN,1007620033,86,A
762,42,O4,4,1,112700,589 8 AVENUE,MANHATTAN,1007620042,73,B
934,20,D8,0,1,110139,339 EAST 28 STREET,MANHATTAN,1009340020,61,C
934,24,D6,2,1,127144,479 1 AVENUE,MANHATTAN,1009340024,10,D
1447,7502,R0,2,1,112407,1355 1 AVENUE,MANHATTAN,1014477502,15,D
763,7502,R0,2,1,75774,323 WEST 39 STREET,MANHATTAN,1007637502,85,A
935,5,D7,2,1,28431,530 2 AVENUE,MANHATTAN,1009350005,84,B
935,6,W8,4,1,66996,301 EAST 29 STREET,MANHATTAN,1009350006,49,D
935,13,D6,2,1,165105,315 EAST 29 STREET,MANHATTAN,1009350013,54,D
763,12,H3,4,1,74128,343 WEST 39 STREET,MANHATTAN,1007630012,46,D
764,7503,R0,2,1,46630,245 WEST 14 STREET,MANHATTAN,1007647503,80,B
763,14,H3,4,1,71706,337 WEST 39 STREET,MANHATTAN,1007630014,52,D
939,38,D7,2,1,142260,340 EAST 34 STREET,MANHATTAN,1009390038,62,C
1451,31,D4,2,1,66962,350 EAST 77 STREET,MANHATTAN,1014510031,74,B
764,7504,R0,2,1,36800,209 WEST 14 STREET,MANHATTAN,1007647504,0,F
765,1,C7,2,8,102046,102 8 AVENUE,MANHATTAN,1007650001,8,D
763,18,O6,4,1,93661,333 WEST 39 STREET,MANHATTAN,1007630018,91,A
637,7502,R0,2,1,60200,366 WEST 11 STREET,MANHATTAN,1006377502,46,D
940,7501,R0,2,1,218567,333 EAST 34 STREET,MANHATTAN,1009407501,54,D
763,28,H2,4,1,177000,311 WEST 39 STREET,MANHATTAN,1007630028,0,F
763,34,K2,4,1,28750,601 8 AVENUE,MANHATTAN,1007630034,1,D
943,7501,R0,2,1,948744,330 EAST 38 STREET,MANHATTAN,1009437501,10,D
1452,6,D4,2,1,43878,315 EAST 77 STREET,MANHATTAN,1014520006,92,A
637,7508,R0,2,1,48620,166 PERRY STREET,MANHATTAN,1006377508,17,D
