score_address,place_address,Facility_Name,Longitude,Latitude,Block,Lot,Building_Class,Tax_Class,Building_Count,DOF_Gross_Square_Footage,Address,BoroughName,BBL,ENERGY STAR Score,LetterScore,h3,similarity,rank
131 6 AVENUE,1311 AVENUE U,KARAVAN GRILL,-73.9578025,40.5987623,491,16,W1,0,1,84619,131 6 AVENUE,MANHATTAN,1004910016,70,B,,0.9072649572649573,1
170 9 AVENUE,1704 AVENUE M,MASAKE,-73.9578957,40.6181535,744,3,C6,0,3,37887,170 9 AVENUE,MANHATTAN,1007440003,23,D,,0.9072649572649573,1
511 7 AVENUE,5119 AVENUE U,KINGS PASTRAMI,-73.9222248,40.6101845,869,1,W1,0,1,75783,511 7 AVENUE,BROOKLYN,-2147483648,92,A,,0.9072649572649573,1
1250 WARD AVE,125 PARK AVE,LITTLE BEET,-73.977923,40.7516036,3775,25,W1,0,2,175730,1250 WARD AVE,BRONX,2037750025,58,C,,0.9072649572649573,1
130 5 AVENUE,1307 AVENUE J,SUSHI TA'EEM FLATBUSH,-73.9629229,40.625139,820,38,O6,4,1,120000,130 5 AVENUE,MANHATTAN,1008200038,77,B,,0.9072649572649573,1
1275 EDWARD L GRANT HIGHWAY,1354 EDWARD L GRANT HWY,EMERGENCY TAQUERIA NYC,-73.9215766,40.8407859,2506,104,D6,2,1,62911,1275 EDWARD L GRANT HIGHWAY,BRONX,2025060104,9,D,,0.9072463768115941,1
1240 EDWARD L GRANT HIGHWAY,1439 EDWARD L GRANT HWY,TU DELICIA RESTAURANT AND SEAFOOD,-73.9230852,40.8428912,2871,2,K1,0,1,26000,1240 EDWARD L GRANT HIGHWAY,BRONX,2028710002,0,F,,0.9072463768115941,1
3636 FIELDSTON ROAD,3636 BOSTON RD,WENDY'S,-73.8421623,40.8794343,5771,7501,R0,2,1,143886,3636 FIELDSTON ROAD,BRONX,2057717501,70,B,,0.9071717755928284,1
424 MADISON AVENUE,424 HARRISON AVE,SOPHIA'S ECUACAFE RESTAURANT,-74.1550263,40.7468002,1284,56,O6,4,1,62237,424 MADISON AVENUE,MANHATTAN,1012840056,37,D,,0.9069444444444444,1
90 PINEHURST AVENUE,209 PINEHURST AVE,TINTO TAPAS RESTAURANT & WINE BAR,-73.9377839,40.8550802,2177,116,D7,2,1,60090,90 PINEHURST AVENUE,MANHATTAN,1021770116,81,B,,0.9069272445820434,1
92 PINEHURST AVENUE,209 PINEHURST AVE,TINTO TAPAS RESTAURANT & WINE BAR,-73.9377839,40.8550802,2179,7502,R0,2,1,84037,92 PINEHURST AVENUE,MANHATTAN,1021797502,19,D,,0.9069272445820434,1
1143 DEKALB AVENUE,118 DEKALB AVE,TEXTBOOK CAFE,-73.9777565,40.6897312,3230,2,D6,2,1,27666,1143 DEKALB AVENUE,BROOKLYN,-2147483648,89,A,,0.9068783068783068,1
134-14 JAMAICA AVENUE,138-16 JAMAICA AVE,NURIA'S RESTAURANT,-73.8147905,40.7023418,9342,7,O2,4,2,487000,134-14 JAMAICA AVENUE,QUEENS,-2147483648,100,A,,0.9068783068783068,1
1560 FULTON STREET,1501 FULTON ST,ORIGINAL RICKY'S JAMAICAN AMERICAN RESTAURANT,-73.941224,40.6800345,1699,7501,R0,2,1,122013,1560 FULTON STREET,BROOKLYN,-2147483648,9,D,,0.9068783068783068,1
1930 AMSTERDAM AVENUE,1944 AMSTERDAM AVE,EL GRAN VALLE,-73.9424694,40.8325397,2114,35,D3,2,1,181111,1930 AMSTERDAM AVENUE,MANHATTAN,1021140035,31,D,,0.9068783068783068,1
2819 MORRIS AVENUE,284 MORRIS AVE,LA CALENITA,-74.2170879,40.668359,3318,34,C1,2,1,68670,2819 MORRIS AVENUE,BRONX,2033180034,18,D,,0.9068783068783068,1
2810 MORRIS AVENUE,284 MORRIS AVE,LA CALENITA,-74.2170879,40.668359,3318,92,D1,2,1,36900,2810 MORRIS AVENUE,BRONX,2033180092,47,D,,0.9068783068783068,1
165 SPENCER STREET,169 SPENCER ST,CHICKEN HUT,-73.954721,40.693371,1751,3,W2,4,1,27000,165 SPENCER STREET,BROOKLYN,-2147483648,0,F,,0.9068783068783068,1
564 PACIFIC STREET,561 PACIFIC ST,THE HALAL PARADISE,-73.9789819,40.6840022,928,13,D1,2,1,35700,564 PACIFIC STREET,BROOKLYN,-2147483648,64,C,,0.9068783068783068,1
1341 LEXINGTON AVENUE,1370 LEXINGTON AVE,LEX RESTAURANT,-73.9535317,40.782475,1518,24,D6,2,1,114939,1341 LEXINGTON AVENUE,MANHATTAN,1015180024,7,D,,0.9068783068783068,1
1827 ARCHER STREET,1807 ARCHER ST,A DAUGHTER AND TWO SONS,-73.8666928,40.8377814,3921,30,W1,0,1,116236,1827 ARCHER STREET,BRONX,2039210030,52,D,,0.9068783068783068,1
200 DYCKMAN STREET,206 DYCKMAN ST,BURGOS,-73.9270796,40.8650011,2175,53,D7,2,1,74652,200 DYCKMAN STREET,MANHATTAN,1021750053,6,D,,0.9068783068783068,1
3438 WILSON AVENUE,340 WILSON AVE,REGALO DE JUQUILA,-73.916949,40.6955746,4712,1,C1,2,30,320157,3438 WILSON AVENUE,BRONX,2047120001,45,D,,0.9068783068783068,1
274 ADELPHI STREET,271 ADELPHI ST,IMANI,-73.9708838,40.6894661,2103,4,W1,0,2,115650,274 ADELPHI STREET,BROOKLYN,-2147483648,79,B,,0.9068783068783068,1
212-51 JAMAICA AVENUE,214-17 JAMAICA AVE,SHINY HOUSE,-73.7433152,40.7167252,10602,34,K2,4,1,28500,212-51 JAMAICA AVENUE,QUEENS,-2147483648,96,A,,0.9068783068783068,1
1844 LEXINGTON AVENUE,1869 LEXINGTON AVE,LEXINGTON RESTAURANT,-73.9417504,40.798315,1640,1,D9,2,6,642489,1844 LEXINGTON AVENUE,MANHATTAN,1016400001,0,F,,0.9068783068783068,1
1996 AMSTERDAM AVENUE,1944 AMSTERDAM AVE,EL GRAN VALLE,-73.9424694,40.8325397,2117,34,C7,2,1,26034,1996 AMSTERDAM AVENUE,MANHATTAN,1021170034,48,D,,0.9068783068783068,1
1626 AMSTERDAM AVENUE,1605 AMSTERDAM AVE,FARMER'S FRIDGE,-73.9503319,40.8216535,2072,30,D1,2,1,63000,1626 AMSTERDAM AVENUE,MANHATTAN,1020720030,41,D,,0.9068783068783068,1
196 ORCHARD STREET,190 ORCHARD ST,PITA SHOP,-73.9879981,40.7220803,412,7503,R0,2,1,161916,196 ORCHARD STREET,MANHATTAN,1004127503,12,D,,0.9068783068783068,1
2830 MORRIS AVENUE,284 MORRIS AVE,EL RANCHO RESTAURANT,-74.2170717,40.668361,3318,110,D1,2,1,57311,2830 MORRIS AVENUE,BRONX,2033180110,68,C,,0.9068783068783068,1
2820 MORRIS AVENUE,284 MORRIS AVE,LA CALENITA,-74.2170879,40.668359,3318,98,D1,2,1,87780,2820 MORRIS AVENUE,BRONX,2033180098,18,D,,0.9068783068783068,1
100 AMSTERDAM AVENUE,1605 AMSTERDAM AVE,FARMER'S FRIDGE,-73.9503319,40.8216535,1156,30,W1,0,1,416348,100 AMSTERDAM AVENUE,MANHATTAN,1011560030,33,D,,0.9066666666666667,1
52 VANDERBILT AVENUE,568 VANDERBILT AVE,OMAR'S INDIAN FINE CUISINE,-73.968425,40.6796734,1279,45,O9,0,1,162330,52 VANDERBILT AVENUE,MANHATTAN,1012790045,84,B,,0.9066666666666667,1
15 CENTRAL PARK WEST,160 CENTRAL PARK S,BOURBON STEAK BY MICHAEL MINA,-73.9785692,40.7662819,1114,7503,R0,2,2,837002,15 CENTRAL PARK WEST,MANHATTAN,1011147503,2,D,,0.9066666666666667,1
180 AMSTERDAM AVENUE,1605 AMSTERDAM AVE,FARMER'S FRIDGE,-73.9503319,40.8216535,1158,18,M1,4,1,49417,180 AMSTERDAM AVENUE,MANHATTAN,1011580018,0,F,,0.9066666666666667,1
50 VANDERBILT AVENUE,568 VANDERBILT AVE,OMAR'S INDIAN FINE CUISINE,-73.968425,40.6796734,1279,28,P9,0,1,174895,50 VANDERBILT AVENUE,MANHATTAN,1012790028,1,D,,0.9066666666666667,1
1 CHRISTOPHER STREET,105 CHRISTOPHER ST,L'ARTUSI SUPPER CLUB,-74.0050203,40.7334692,610,60,D6,0,1,102354,1 CHRISTOPHER STREET,MANHATTAN,1006100060,57,C,,0.9066666666666667,1
269 AMSTERDAM AVENUE,2089 AMSTERDAM AVE,FISH AND SHRIMP,-73.9387616,40.8368211,1144,61,D6,2,1,110770,269 AMSTERDAM AVENUE,MANHATTAN,1011440061,17,D,,0.9066666666666667,1
196 ROCKAWAY PARKWAY,1464 ROCKAWAY PKWY,BEBE FRITAY,-73.9017013,40.6444655,4632,18,D1,2,1,68100,196 ROCKAWAY PARKWAY,BROOKLYN,-2147483648,100,A,,0.9066666666666667,1
214 ROCKAWAY PARKWAY,2046 ROCKAWAY PKWY,TERIYAKI BOWL,-73.8894628,40.6328094,4632,25,D1,2,1,61620,214 ROCKAWAY PARKWAY,BROOKLYN,-2147483648,45,D,,0.9066666666666667,1
100 CASTLETON AVENUE,1190 CASTLETON AVE,THE THREE COPTIC BROTHERS,-74.1221146,40.6340658,114,52,I6,4,1,35400,100 CASTLETON AVENUE,STATEN ISLAND,-2147483648,32,D,,0.9066666666666667,1
165 ROCKAWAY PARKWAY,1464 ROCKAWAY PKWY,BEBE FRITAY,-73.9017013,40.6444655,4633,1,D1,2,1,65088,165 ROCKAWAY PARKWAY,BROOKLYN,-2147483648,63,C,,0.9066666666666667,1
166 ROCKAWAY PARKWAY,1464 ROCKAWAY PKWY,BEBE FRITAY,-73.9017013,40.6444655,4632,6,C1,2,1,35600,166 ROCKAWAY PARKWAY,BROOKLYN,-2147483648,56,C,,0.9066666666666667,1
287 AMSTERDAM AVENUE,2228 AMSTERDAM AVE,TAINO RESTAURANT,-73.935906,40.841612,1145,61,D4,2,1,114150,287 AMSTERDAM AVENUE,MANHATTAN,1011450061,81,B,,0.9066666666666667,1
320 PARK AVENUE,325 PARK AVE,INSIDE PARK,-73.9729744,40.7573252,1286,35,O4,0,1,656436,320 PARK AVENUE,MANHATTAN,1012860035,75,B,,0.9066666666666666,1
250 PARK AVENUE,252 PARK AVE,TROPICAL CHICKEN,-74.2252308,40.7758528,1035,19,D3,2,1,56100,250 PARK AVENUE,STATEN ISLAND,-2147483648,81,B,,0.9066666666666666,1
903 PARK AVENUE,901 PARK AVE,LISA'S ITALIAN DELI & CATERER,-73.960287,40.7752892,1508,1,D3,2,1,113281,903 PARK AVENUE,MANHATTAN,1015080001,30,D,,0.9066666666666666,1
17 SMITH STREET,172 SMITH ST,CIBAO LATIN CUISINE,-73.9912454,40.6858463,155,5,M1,4,1,130000,17 SMITH STREET,BROOKLYN,-2147483648,8,D,,0.9066666666666666,1
908 PARK AVENUE,901 PARK AVE,LISA'S ITALIAN DELI & CATERER,-73.960287,40.7752892,1491,37,D4,0,2,70322,908 PARK AVENUE,MANHATTAN,1014910037,38,D,,0.9066666666666666,1
429 KENT AVENUE,420 KENT AVE,HERACLEA FOOD CO,-73.9687831,40.7100223,2135,7508,R0,2,1,492066,429 KENT AVENUE,BROOKLYN,-2147483648,86,A,,0.9066666666666666,1
277 PARK AVENUE,275 PARK AVE,LA PARADA DOMINICANA RESTAURANT,-74.1872837,40.7594048,1302,7501,R0,2,1,1760893,277 PARK AVENUE,MANHATTAN,1013027501,60,C,,0.9066666666666666,1
44 COURT STREET,449 COURT ST,LUANA'S TAVERN,-73.9979322,40.6776485,255,1,O6,4,1,139273,44 COURT STREET,BROOKLYN,-2147483648,72,B,,0.9066666666666666,1
321 PARK AVENUE,325 PARK AVE,INSIDE PARK,-73.9729744,40.7573252,1305,1,M1,4,1,66705,321 PARK AVENUE,MANHATTAN,1013050001,9,D,,0.9066666666666666,1
900 PARK AVENUE,901 PARK AVE,LISA'S ITALIAN DELI & CATERER,-73.960287,40.7752892,1491,7501,R0,2,1,213234,900 PARK AVENUE,MANHATTAN,1014917501,45,D,,0.9066666666666666,1
237 PARK AVENUE,230 PARK AVE,MYSTTIK MASAALA,-73.9761585,40.7544742,1300,7501,R0,2,1,1005921,237 PARK AVENUE,MANHATTAN,1013007501,49,D,,0.9066666666666666,1
399 PARK AVENUE,390 PARK AVE,LEVER HOUSE,-73.9725897,40.7595424,1308,7502,R0,2,1,1526121,399 PARK AVENUE,MANHATTAN,1013087502,56,C,,0.9066666666666666,1
500 PARK AVENUE,505 PARK AVE,ARORA - L'ART DU COCKTAIL,-73.9694459,40.7630404,1294,37,O6,4,1,103178,500 PARK AVENUE,MANHATTAN,1012940037,33,D,,0.9066666666666666,1
2629 CROPSEY AVENUE,262 CYPRESS AVE,MASTER GRILL,-73.9141113,40.8059844,6911,6,D1,2,1,75586,2629 CROPSEY AVENUE,BROOKLYN,-2147483648,85,A,,0.9063742690058479,1
2197 OCEAN AVENUE,271 OCEAN AVE,SHAWN'S TABLE,-74.0886842,40.6969824,6803,80,D1,2,1,30000,2197 OCEAN AVENUE,BROOKLYN,-2147483648,66,C,,0.9063348416289593,1
1213 3 AVENUE,13621 37TH AVENUE,JOE'S SHANGHAI,-73.830336,40.761892,1425,1,D6,2,1,265980,1213 3 AVENUE,MANHATTAN,1014250001,94,A,,0.9063348416289593,1
2261 OCEAN AVENUE,216 OCEAN AVE,EMPEROR'S CAFE,-74.0908508,40.695713,6803,51,D1,2,1,52812,2261 OCEAN AVENUE,BROOKLYN,-2147483648,65,C,,0.9063348416289593,1
1204 UNION AVENUE,102 UNION AVE,TAQUERIA Y RESTAURANT EL REY DEL TACO,-73.7891348,40.9099988,2682,1,D5,2,1,37672,1204 UNION AVENUE,BRONX,2026820001,32,D,,0.9063348416289593,1
1761 3 AVENUE,13621 37TH AVENUE,JOE'S SHANGHAI,-73.830336,40.761892,1647,1,D9,2,5,395000,1761 3 AVENUE,MANHATTAN,1016470001,0,F,,0.9063348416289593,1
2157 OCEAN AVENUE,271 OCEAN AVE,SHAWN'S TABLE,-74.0886842,40.6969824,6783,43,D1,2,1,66875,2157 OCEAN AVENUE,BROOKLYN,-2147483648,85,A,,0.9063348416289593,1
1231 3 AVENUE,13621 37TH AVENUE,JOE'S SHANGHAI,-73.830336,40.761892,1426,7501,R0,2,1,26720,1231 3 AVENUE,MANHATTAN,1014267501,4,D,,0.9063348416289593,1
125 BROAD STREET,15 BROAD ST,EXPRESS DIGITAL WORLD,-74.0104503,40.7067179,5,7501,R0,2,1,1354691,125 BROAD STREET,MANHATTAN,1000057501,76,B,,0.90625,1
1800 HARRISON AVENUE,104 HARRISON AVE,LLEWELLYN PARQ BAR AND GRILL,-74.2324288,40.7934385,2869,1,D7,2,1,53400,1800 HARRISON AVENUE,BRONX,2028690001,17,D,,0.90625,1
2156 ATLANTIC AVENUE,226 ATLANTIC AVE,BLOSSOM ICE CREAM,-73.9916697,40.6893525,1433,23,D1,2,1,36042,2156 ATLANTIC AVENUE,BROOKLYN,-2147483648,10,D,,0.90625,1
271 LEXINGTON AVENUE,23 LEXINGTON AVE,AREPA EXPRESS,-74.1273196,40.8634092,891,66,D4,2,1,72659,271 LEXINGTON AVENUE,MANHATTAN,1008910066,82,B,,0.90625,1
3165 NOSTRAND AVENUE,331 NOSTRAND AVE,QUINCY MARKET,-73.9507056,40.6870332,6836,64,D4,2,1,115300,3165 NOSTRAND AVENUE,BROOKLYN,-2147483648,61,C,,0.90625,1
2416 ATLANTIC AVENUE,226 ATLANTIC AVE,BLOSSOM ICE CREAM,-73.9916697,40.6893525,1437,15,H3,4,1,43250,2416 ATLANTIC AVENUE,BROOKLYN,-2147483648,100,A,,0.90625,1
264 LEXINGTON AVENUE,23 LEXINGTON AVE,AREPA EXPRESS,-74.1273196,40.8634092,891,23,D4,2,1,35734,264 LEXINGTON AVENUE,MANHATTAN,1008910023,55,C,,0.90625,1
296 LEXINGTON AVENUE,23 LEXINGTON AVE,AREPA EXPRESS,-74.1273196,40.8634092,893,17,D4,2,1,75273,296 LEXINGTON AVENUE,MANHATTAN,1008930017,85,A,,0.90625,1
71 SPRING STREET,7 SPRING ST,SEVEN SPRING FOOD & WINE,-73.994339,40.721409,496,36,O5,4,1,56340,71 SPRING STREET,MANHATTAN,1004960036,57,C,,0.90625,1
1007 ATLANTIC AVENUE,177 ATLANTIC AVE,MIKADO,-73.9938175,40.6903135,2019,7505,R0,2,1,57886,1007 ATLANTIC AVENUE,BROOKLYN,-2147483648,0,F,,0.90625,1
1934 HARRISON AVENUE,104 HARRISON AVE,LLEWELLYN PARQ BAR AND GRILL,-74.2324288,40.7934385,2869,122,D5,2,1,30960,1934 HARRISON AVENUE,BRONX,2028690122,0,F,,0.90625,1
1950 PROSPECT AVENUE,160 PROSPECT AVE,FORTE RISTORANTE,-74.0554777,40.8883646,2956,5,D9,2,2,44852,1950 PROSPECT AVENUE,BRONX,2029560005,87,A,,0.90625,1
324 LAFAYETTE STREET,372 LAFAYETTE ST,HONEYBRAINS,-73.9939382,40.7270547,522,28,O6,4,1,38720,324 LAFAYETTE STREET,MANHATTAN,1005220028,4,D,,0.90625,1
268 CANAL STREET,28 CANAL ST,TOLO,-73.990507,40.7143378,196,13,O2,4,1,26000,268 CANAL STREET,MANHATTAN,1001960013,3,D,,0.90625,1
3595 NOSTRAND AVENUE,369 NOSTRAND AVE,GENO'S FISH AND CHIPS,-73.9504528,40.6852165,7387,1,D3,2,10,585546,3595 NOSTRAND AVENUE,BROOKLYN,-2147483648,0,F,,0.90625,1
3901 NOSTRAND AVENUE,302 NOSTRAND AVE,NATURAL BLEND,-73.9514882,40.6894711,7475,1,D4,2,1,221000,3901 NOSTRAND AVENUE,BROOKLYN,-2147483648,60,C,,0.90625,1
2402 ATLANTIC AVENUE,226 ATLANTIC AVE,BLOSSOM ICE CREAM,-73.9916697,40.6893525,1437,8,N9,4,1,36000,2402 ATLANTIC AVENUE,BROOKLYN,-2147483648,1,D,,0.90625,1
2727 PALISADE AVENUE,221 PALISADE AVE,THE EMPANADA MAMI'S,-74.1092209,40.87189,5745,12,D4,2,1,194730,2727 PALISADE AVENUE,BRONX,2057450012,65,C,,0.90625,1
288 LEXINGTON AVENUE,23 LEXINGTON AVE,AREPA EXPRESS,-74.1273196,40.8634092,892,20,D4,2,1,64306,288 LEXINGTON AVENUE,MANHATTAN,1008920020,73,B,,0.90625,1
4370 PARK AVENUE,47 PARK AVE,TAQUERIA NACHO LIBRE,-74.1036054,40.8273864,3036,22,F9,4,1,30760,4370 PARK AVENUE,BRONX,2030360022,0,F,,0.90625,1
4930 PALISADE AVENUE,407 PALISADE AVE,LA BODEGA LATIN CUISINE,-74.0453734,40.7426426,5937,380,W9,4,1,26862,4930 PALISADE AVENUE,BRONX,2059370380,0,F,,0.90625,1
75 SPRING STREET,7 SPRING ST,SEVEN SPRING FOOD & WINE,-73.994339,40.721409,496,40,O6,4,1,54800,75 SPRING STREET,MANHATTAN,1004960040,89,A,,0.90625,1
2025 ATLANTIC AVENUE,226 ATLANTIC AVE,BLOSSOM ICE CREAM,-73.9916697,40.6893525,1564,1,F5,4,1,33800,2025 ATLANTIC AVENUE,BROOKLYN,-2147483648,0,F,,0.90625,1
429 GREENWICH STREET,412 GREENWICH ST,SUSHI ICHIMURA,-74.0099363,40.7218834,219,7501,R0,2,1,103279,429 GREENWICH STREET,MANHATTAN,1002197501,63,C,,0.90625,1
3505 NOSTRAND AVENUE,302 NOSTRAND AVE,NATURAL BLEND,-73.9514882,40.6894711,7363,36,P3,4,1,76000,3505 NOSTRAND AVENUE,BROOKLYN,-2147483648,0,F,,0.90625,1
3861 NOSTRAND AVENUE,331 NOSTRAND AVE,QUINCY MARKET,-73.9507056,40.6870332,7446,1,K6,4,1,81018,3861 NOSTRAND AVENUE,BROOKLYN,-2147483648,0,F,,0.90625,1
437 LEXINGTON AVENUE,40 LEXINGTON AVE,LOS BRAVOS RESTAURANT,-74.1269044,40.8635721,1299,22,O6,4,1,97075,437 LEXINGTON AVENUE,MANHATTAN,1012990022,61,C,,0.90625,1
148 LAFAYETTE STREET,138 LAFAYETTE ST,LE COUCOU,-74.0000919,40.7190942,233,26,O6,4,1,129135,148 LAFAYETTE STREET,MANHATTAN,1002330026,70,B,,0.90625,1
1700 HARRISON AVENUE,104 HARRISON AVE,LLEWELLYN PARQ BAR AND GRILL,-74.2324288,40.7934385,2867,60,D1,2,1,87156,1700 HARRISON AVENUE,BRONX,2028670060,59,C,,0.90625,1
1920 HARRISON AVENUE,104 HARRISON AVE,LLEWELLYN PARQ BAR AND GRILL,-74.2324288,40.7934385,2869,110,D5,2,1,30650,1920 HARRISON AVENUE,BRONX,2028690110,0,F,,0.90625,1
203 GRAND STREET,23 GRAND ST,TWENTY THREE GRAND,-74.0048271,40.7227949,237,17,C7,2,1,25500,203 GRAND STREET,MANHATTAN,1002370017,0,F,,0.90625,1
298 LAFAYETTE STREET,238 LAFAYETTE ST,ICONIC CAFE,-73.9971043,40.7226536,510,38,O3,4,1,59757,298 LAFAYETTE STREET,MANHATTAN,1005100038,65,C,,0.90625,1
72 SPRING STREET,7 SPRING ST,SEVEN SPRING FOOD & WINE,-73.994339,40.721409,482,16,O6,4,1,109377,72 SPRING STREET,MANHATTAN,1004820016,92,A,,0.90625,1
1820 HARRISON AVENUE,104 HARRISON AVE,LLEWELLYN PARQ BAR AND GRILL,-74.2324288,40.7934385,2869,9,D1,2,1,68874,1820 HARRISON AVENUE,BRONX,2028690009,69,C,,0.90625,1
215 MCCLELLAN STREET,245 MCCLELLAN ST,CECILIA HERNANDEZ,-73.9160919,40.8322103,2456,251,C7,2,1,35000,215 MCCLELLAN STREET,BRONX,2024560251,100,A,,0.90625,1
447 LEXINGTON AVENUE,40 LEXINGTON AVE,LOS BRAVOS RESTAURANT,-74.1269044,40.8635721,1299,7501,R0,2,1,126498,447 LEXINGTON AVENUE,MANHATTAN,1012997501,63,C,,0.90625,1
4607 PARK AVENUE,47 PARK AVE,TAQUERIA NACHO LIBRE,-74.1036054,40.8273864,3031,54,D1,2,1,78270,4607 PARK AVENUE,BRONX,2030310054,100,A,,0.90625,1
140 WEST 142 STREET,140 E 41ST ST,DÙNDÚ,-73.9760595,40.7504577,2010,50,D1,2,1,47506,140 WEST 142 STREET,MANHATTAN,1020100050,68,C,,0.9060728744939271,1
234 WEST 113 STREET,234 W 31ST ST,CHICKPEA,-73.9927882,40.7520022,1828,15,W1,0,1,91620,234 WEST 113 STREET,MANHATTAN,1018280015,97,A,,0.9060728744939271,1
120 WEST 140 STREET,120 W 41ST ST,APERIBAR,-73.9857362,40.7544978,2008,13,D9,2,2,111659,120 WEST 140 STREET,MANHATTAN,1020080013,12,D,,0.9060728744939271,1
343 ST NICHOLAS AVENUE,1534 ST NICHOLAS AVE,PALADAR & GRILL,-73.9309484,40.8527801,1954,50,D7,2,1,39486,343 ST NICHOLAS AVENUE,MANHATTAN,1019540050,74,B,,0.9060606060606061,1
642 ST NICHOLAS AVENUE,1562 ST NICHOLAS AVE,MELAOS,-73.9301793,40.8537747,2051,25,D1,0,1,48578,642 ST NICHOLAS AVENUE,MANHATTAN,1020510025,40,D,,0.9060606060606061,1
886 WESTCHESTER AVENUE,1864 WESTCHESTER AVE,BANGLA GARDEN RESTAURANT,-73.8634004,40.8325649,2696,7501,R0,2,1,95166,886 WESTCHESTER AVENUE,BRONX,2026967501,74,B,,0.9060606060606061,1
920 WESTCHESTER AVENUE,2160 WESTCHESTER AVE,SPICE UP SWEETS AND RESTAURANT,-73.8523954,40.8341011,2697,7501,R0,2,1,126353,920 WESTCHESTER AVENUE,BRONX,2026977501,63,C,,0.9060606060606061,1
678 ST NICHOLAS AVENUE,1608 ST NICHOLAS AVE,EL MARIACHI,-73.9293181,40.8551814,2051,45,C6,2,1,25986,678 ST NICHOLAS AVENUE,MANHATTAN,1020510045,68,C,,0.9060606060606061,1
720 WESTCHESTER AVENUE,2160 WESTCHESTER AVE,SPICE UP SWEETS AND RESTAURANT,-73.8523954,40.8341011,2654,2,D3,2,4,463680,720 WESTCHESTER AVENUE,BRONX,2026540002,0,F,,0.9060606060606061,1
582 ST NICHOLAS AVENUE,1562 ST NICHOLAS AVE,MELAOS,-73.9301793,40.8537747,2048,25,D1,2,1,65382,582 ST NICHOLAS AVENUE,MANHATTAN,1020480025,44,D,,0.9060606060606061,1
320 ST NICHOLAS AVENUE,1306 ST NICHOLAS AVE,LOLA LOLA RESTAURANT,-73.9361639,40.8456949,1952,43,D4,2,1,59464,320 ST NICHOLAS AVENUE,MANHATTAN,1019520043,0,F,,0.9060606060606061,1
666 ST NICHOLAS AVENUE,1626 ST NICHOLAS AVE,LULO RESTAURANT,-73.928895,40.8557466,2051,35,D1,2,1,42516,666 ST NICHOLAS AVENUE,MANHATTAN,1020510035,60,C,,0.9060606060606061,1
672 ST NICHOLAS AVENUE,1626 ST NICHOLAS AVE,LULO RESTAURANT,-73.928895,40.8557466,2051,39,D1,2,1,42144,672 ST NICHOLAS AVENUE,MANHATTAN,1020510039,80,B,,0.9060606060606061,1
723 ST NICHOLAS AVENUE,1573 ST NICHOLAS AVE,OCHE A TU GUSTO,-73.9304081,40.8540977,2061,29,D1,2,1,33780,723 ST NICHOLAS AVENUE,MANHATTAN,1020610029,29,D,,0.9060606060606061,1
849 ST NICHOLAS AVENUE,1249 ST NICHOLAS AVE,ELSA LA REINA DEL CHICHARRON,-73.9379049,40.8438389,2067,43,D4,2,1,26724,849 ST NICHOLAS AVENUE,MANHATTAN,1020670043,38,D,,0.9060606060606061,1
58 METROPOLITAN AVENUE,128 METROPOLITAN AVE,ELITE BK INC.,-73.96286,40.71609,2363,7502,R0,2,1,67530,58 METROPOLITAN AVENUE,BROOKLYN,-2147483648,31,D,,0.9060606060606061,1
645 WESTCHESTER AVENUE,1864 WESTCHESTER AVE,BANGLA GARDEN RESTAURANT,-73.8634004,40.8325649,2628,1,D3,2,5,914050,645 WESTCHESTER AVENUE,BRONX,2026280001,0,F,,0.9060606060606061,1
69 AVENUE O,96 AVENUE C,CAIPIRINHAS SPORTS BAR & GRILL,-74.1738154,40.7167131,6576,48,C6,2,1,30000,69 AVENUE O,BROOKLYN,-2147483648,26,D,,0.9060606060606061,1
574 ST NICHOLAS AVENUE,1573 ST NICHOLAS AVE,OCHE A TU GUSTO,-73.9304081,40.8540977,2048,16,D7,2,1,49510,574 ST NICHOLAS AVENUE,MANHATTAN,1020480016,41,D,,0.9060606060606061,1
311 ST NICHOLAS AVENUE,1618 ST NICHOLAS AVE,OLIVERO'S RESTAURANTE (ANTIGUO EL NUEVO CARIDAD),-73.9290103,40.8553848,3447,7501,R0,2,1,39089,311 ST NICHOLAS AVENUE,QUEENS,-2147483648,0,F,,0.9060606060606061,1
634 ST NICHOLAS AVENUE,1534 ST NICHOLAS AVE,PALADAR & GRILL,-73.9309484,40.8527801,2051,20,D1,2,1,37752,634 ST NICHOLAS AVENUE,MANHATTAN,1020510020,73,B,,0.9060606060606061,1
80 METROPOLITAN AVENUE,128 METROPOLITAN AVE,ELITE BK INC.,-73.96286,40.71609,2363,7501,R0,2,2,139901,80 METROPOLITAN AVENUE,BROOKLYN,-2147483648,68,C,,0.9060606060606061,1
840 WESTCHESTER AVENUE,1460 WESTCHESTER AVE,SABANA LOUNGE,-73.8818572,40.8281837,2689,48,K4,4,1,33660,840 WESTCHESTER AVENUE,BRONX,2026890048,60,C,,0.9060606060606061,1
66 ST. NICHOLAS AVENUE,1626 ST NICHOLAS AVE,LULO RESTAURANT,-73.928895,40.8557466,1823,7501,R0,2,1,58429,66 ST. NICHOLAS AVENUE,MANHATTAN,1018237501,31,D,,0.9060606060606061,1
